model_name,asset,horizon,timestamp,predicted_volatility,lower_ci,upper_ci
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 05:15:00,0.07172337174415588,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 05:30:00,0.47935518622398376,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 05:45:00,-0.05572335422039032,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 06:00:00,-0.48103517293930054,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 06:15:00,0.1280820667743683,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 06:30:00,-0.19347187876701355,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 06:45:00,-0.5691534280776978,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 07:00:00,-0.2755618691444397,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 07:15:00,-0.5150569677352905,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 07:30:00,-0.32972854375839233,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 07:45:00,0.105383962392807,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 08:00:00,-0.14288780093193054,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 08:15:00,-0.12211332470178604,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 08:30:00,-0.11197691410779953,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 08:45:00,-0.5912073254585266,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 09:00:00,-0.6632011532783508,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 09:15:00,-0.9025130271911621,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 09:30:00,-1.3065329790115356,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 09:45:00,-1.104098916053772,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 10:00:00,-1.119480013847351,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 10:15:00,-0.9999943971633911,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 10:30:00,-0.4315322935581207,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 10:45:00,-0.3276388943195343,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 11:00:00,-0.1291179656982422,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 11:15:00,0.08001506328582764,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 11:30:00,-0.3105863928794861,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 11:45:00,-0.5234309434890747,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 12:00:00,-0.8712243437767029,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 12:15:00,-1.4888817071914673,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 12:30:00,-1.538663625717163,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 12:45:00,-1.559072732925415,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 13:00:00,-1.3766865730285645,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 13:15:00,-0.5988382697105408,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 13:30:00,-0.10485690087080002,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 13:45:00,0.33008360862731934,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 14:00:00,0.617627739906311,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 14:15:00,0.145008847117424,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 14:30:00,-0.362405925989151,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 14:45:00,-1.0298700332641602,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 15:00:00,-1.9184818267822266,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 15:15:00,-2.008974313735962,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 15:30:00,-1.673585057258606,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 15:45:00,-0.9453721046447754,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 16:00:00,0.4049298167228699,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 16:15:00,1.0725501775741577,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 16:30:00,0.9924132823944092,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 16:45:00,0.5183832049369812,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 17:00:00,-0.717058539390564,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 17:15:00,-1.828574776649475,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 17:30:00,-2.2308037281036377,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 17:45:00,-1.9412754774093628,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 18:00:00,-0.5158098936080933,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 18:15:00,1.0435000658035278,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 18:30:00,1.5604217052459717,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 18:45:00,1.2290129661560059,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 19:00:00,-0.04491773992776871,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 19:15:00,-1.5914133787155151,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 19:30:00,-2.302922248840332,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 19:45:00,-2.115922689437866,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 20:00:00,-0.7092399001121521,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 20:15:00,1.1702682971954346,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 20:30:00,1.7378309965133667,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 20:45:00,1.2074915170669556,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 21:00:00,-0.1389683336019516,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 21:15:00,-1.8651113510131836,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 21:30:00,-2.470582962036133,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 21:45:00,-1.9642295837402344,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 22:00:00,-0.40519365668296814,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 22:15:00,1.4554531574249268,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 22:30:00,1.7123119831085205,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 22:45:00,0.8622803092002869,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 23:00:00,-0.49231788516044617,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 23:15:00,-2.1636574268341064,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 23:30:00,-2.548875570297241,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-25 23:45:00,-1.6647683382034302,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-26 00:00:00,0.013445481657981873,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-26 00:15:00,1.6623873710632324,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-26 00:30:00,1.6181261539459229,,
CEEMDAN-LSTM,ETH-USD,1152,2026-03-26 00:45:00,0.47961604595184326,,
